dataset,prediction,reference,duration_s,audio_id,sample_wer
labeled_algerian,جاي، واللي غيغبوش يلقى فيها غير الميم ما كنا ناخذو. بلا ما يكونشي بخودو، يلي كان أونتيتاش غا أونتيتاش غيبل ما غادي تحيط. داك كا، ولنا ناخدو القهوة. داك كا، ننحويو هايله. داك كا، إيه غادي تمسح تيكسعة، ما غادي يبقى في احتشش علاه. دابا ماشي غيغفل هادا، غيغفل لي تيتشو لي كيكونو سانغ لغيبويني. لا، حتى في لام خيمة تا ما فيهم لونتيتاش. دابا لونتيتاش، رجع في كلشي هادا، فواكال قاول لي سالو مودرن، كيجون خايتين كار.,ولا غير با يشري رقيعة فيها غير الما يما نعرفو بلا ما يكون شي ايلا كان راه غي بالما غادي يتحيد ولا ناخدو القهوة نخويوها عليه غي غادي تمسح ديك الساعة مغادي يبقى فيه حتى شي حاجة دابا ماشي غير هدا من غير لي كيكونو لا حتى هما فيهم دابا رجع فكلشي حيت كنلقاو كيجيو مخيطين,28.05,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/e4df270b-1684-4614-bc24-48c6c1b99ac1,1.1071428571428572
labeled_algerian,"Blacks. Blacks, نسخات عين. وفي بزاف الأحيان الشخصية القوية كتخليها كتخليها سلطة رجال. كتخليها وحتى ما لغزما هاداك الشيء دائما كينلفي مرواح. الدكشي اللي كتكسيه الواحد لي كيكون باقي يكون هو ما قادر. فما كيبغى كشي هيك ننتي كتمتلي واحد الحاجة اللي هو باقيها. يمكراش يكون هو في بلاست كيكون هو عنده ديك الشخصية وقدره هو ياخذ ديك القرار.",اهاه بالعكس بالعكس نسخة ثقيل وفبزاف د الأحيان الشخصية القوية كتخلع كتخلع الرجال كتخلع وحتى هداكشي دائما كاين اهم داكشي لي كتعكسيه الواحد لي كيكون باغي يكون هو مقادرش فمكيبغيكش حيت نتي كتمتلي واحد الحاجة اللي هو باغيها اللي ما كرهش يكون هو فبلاصتو كيكون هو عندو ديك الشخصية ويقدر هو ياخد ديك القرار,26.4,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/a3d9161c-25ec-484c-a57e-06d31119a0f2,0.7222222222222222
labeled_algerian,"c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est, c'est,",الفين وربعة الفين وخمسة فهمتي في الفين وتسعود شديت الباك قريت واحد عام فلافاك فهمتي بطبيعة الحال فهمتي خصك تكون متالف لأن مكاينش شي واحد فالمغرب كيمشي نيشان خاص ضروري تكلفة ودرت قريت في انا قريت عندي ديال الفرصة ديالو لي خلاتك انك دابا تزيد تبين اه تما فين الصراحة مازدتش بزاف,25.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/7d7cb1be-30a5-4a07-a20b-dd03809adb49,1.0769230769230769
labeled_algerian,انتي خاصك تعرفى على خوتك اللي هو مخوتك، وانا خاصني تعرف على خوتك اللي هو مخوتي، ونتعرف على امك وابوك اللي هم الولدين ديال الحقيقيين. لكن انتي الولدين ديالك الحقيقيين راح تشوف كات مريم شوية وتقبلات الوضع، وقالت لخالد شنو المعمول دابا؟ شنو غدي ندير؟ قال ليها خالد اول حاجة غدي نديره هو بغيت نتأكد.,نتي خاصك تعرفي على خوتي لي هوما خوتك وانا خاصني نتعرف على على خوتك لي هما خوتي ونتعرف على مك وباك اللي هوما الوالدين ديالي الحقيقيين لكن نتي الوالدين ديالك الحقيقيين راه توفاو كانت مريم شوية وتقبلات الوضع وقالت لخالد آآ شنو دابا اشنو غادي ندير قاليها خالد اول حاجة غادي نديرو هو بغيت نتأكد,27.65,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/6141fe6f-a02a-4e46-999b-eacfde57ccb9,0.6181818181818182
labeled_algerian,ناس يجوا رايعا، هما لا بييوتيرابي، هما الإلهات البيولوجية، هما إلهات لي تمندينا كيكون باهت، ولكن الآن مع التغطية الصحية فبزاف ديال ديال الأورغانيزم كيقدرو يعودو على هاد على هاد الأنواع ديال الأدوية، دوك هاد زين ناس يعفو بأنو را كين كين هاد الحل. على تكريم سلا داني سبوريك، سويس قتلينا آخر مرض لتو كيتسرب.,نتائج رائعة هوما اللي هوما العلاجات اه هوما علاجات اللي التمن ديالها كيكون باهض ولكن الآن مع التغطية الصحية فبزاف ديال ديال كيقدرو يعوضو على هاد على هاد الأنواع ديال ديال الأدوية مزيان الناس تيعرفو بأنه راه كاين كاين هاد الحل تكلمت على بقات لينا اخر مرض لي تا هو كيكتر,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/d0260e58-ebb6-4468-8543-170f150d82fa,0.7450980392156863
labeled_algerian,الشيء ما، أنا أقول لك شيء عادي، نشوف، راها، الـ الـ الـ الكومونتر، باختارات ولا شي حاجة، را كيبي ليك، كيبي را را شوف. مستوى جدًا. تبغي مستوى تاع الشخص. أها. عاجبك مستوى تاع الشخص، يعني ما ما اش بتي تقول لي. مين اللي كان انتقد بناء مرحبًا. هي كن شي حاجة غادي نتفاهم نتفاهم نا كمل كاكومينوتي مرحبًا. وانت خبرني قلت لي ما كاينش انتقد بناء. كيفاش؟ ما نقول ماشي مثلا بناء إذا كان شي حاجة لي كات لي لي لوجيك.,هداكشي هداكشي عادي لأن شوف راه خطرات ولا شي حاجة را كيبين لك راه شوف المستوى تاع الشخص اهاه غادي بك المستوى تاع الشخص يعني اش بيتي تقوليه مين ايلا كانت التقة البناء مرحبا ايلا كانت شي حاجة غادي نستافدو منها كاملة مرحبا ونتا قبيلا قلتي لي ما كاينش انتقاد بناء كيفاش مثلا بناء الى كانت شي حاجة لي,26.8,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/9d77a6a0-8d7e-4279-962f-e6765af64fbb,1.0847457627118644
labeled_algerian,اللي هي تعلم العقل. محتى هادي كان نقول كون درسا يمكن ما نحققش هادشي اللي حققته في ال في ال في حياتي المهنية، ما علاش كان نقول هادا باه، لأن كنآمن دبلو زو دبلو بأن الإنسان كل ماقدر يتعلم وياخذ شواهد كل ما نزيه، خصوصا المرأة. المرأة خصا سلاح ديالها في الحياة وال والسناد الحقيقي والعلم. وش نقول غلط لي درتي مونا؟ شو غلط لي درتي في حياتك؟,ديالي التعليم العالي حتى هادي كنقول كون درتها يمكن ما نحققش هادشي اللي حققت زعما فحياتي المهنية علاش كنقولها دابا لأن امن بانه الانسان كلما قدر يتعلم وياخد شواهد كلما مزيان خصوصا المرأة المرا خصها السلاح ديالها في الحياة السند الحقيقي هو العلم وشناهو الغلط اللي درتي منى شنو الغلط اللي درتي فحياتك,28.4500625,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/17eaf8fa-95d5-4639-b0ac-37cb86fe99aa,0.9433962264150944
labeled_algerian,دي الرسالة بحرب حاليًا نسيها. حاليًا ما كنتش تقدم في الطب، وما حد كنتش خايس مبكر، ما حد ااا دور في العلاج، ولشانز العلاج كاتكسر. يعني أول حاجة، في الميكروبات بعد العلامات اللي ما بينيش الإنسان، السيدة كتحس بأن هناك واحد ليك ليبر في في لوكورتي لاف. ملي كتحس بأنه ما بقاش. توازن ما بقاش. حركة سدار، تقطع القلب متخالفين، ااا الغيبوبة، أيه نجاح، هاديك كلشي. مشي على الطيف الأقرب. عادي ناخد نكرام ديفو دكتور مي.,ديال الرجال بحالو بحال ديال النساء حاليا كاين تقدم في الطب وماحد كاين تشخيص مبكر ظروف العلاج ديال العلاج كتكتر يعني اول حاجة فيلمي كونوا بعض العلامات اللي ما باينينش السيدة كتحس بأن هناك واحد ديالها ملي كتحس بأنه التوازن مبقاش دقات القلب متخالفين هادي كلشي تمشي عند الطبيب اقرب غادي ناخد من عندك,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/06d669be-cbf1-42de-b38e-0324b564d60c,1.0925925925925926
labeled_algerian,"بيئة، بحال الهواء، بحال التعلية، هادول كلهن حقوق. عينية. عينية. ونذكرو كنادرو على ميكيا، وطبعا ما كتسير لا على الحقيقة عينية أيضا. ثم هناك شرط رابع أن يكون المشفوع من هو قد تملك الحصة المبيعه بعوض. ما معناه بعوض؟ يعني ما تكونش هيبة. échange لا مش العوض المقصود به هو الفلوس. عوض c'est une compensation. médée C'est le troc, mais c'est l'échange. أه نعم",هي بحال الهوا بحال التعلية هادو كلهم حقوق عينية عينية وهنا دابا كنهضرو على الملكية وطبعا الشفعة كتسير على على الحقوق العينية ايضا ثم هناك شرط رابع ان يكون المشفوع منه قد تملك الحصة المبيعة يعوض ما معنى بعوض يعني ما تكونش هبة نعم لا ماشي المقصود به هو الفلوس مادي ماشي ماشي اه نعم,26.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/4a7e3c4e-699f-4b9e-a0c9-da3a236f96d3,0.7454545454545455
labeled_algerian,منوره حطت الورق الوردة ديالها فخاجي بزاف وحنايا مية غنبدلوها لوبو غادي نقصحو لغاسين غايت عايت حقه لير غايت قصحو لغاسين عاداكشي الفلا يقدرو ميبقاشين بتسولنا مرا حدا خلاص عاينو حتى تتسلي ليها الوردة كامل وهادشي غيبدا في الخردي الفيغريه لحقاش كاتنوه هي في النيتي بدل ما هاك بديتوال كيطاحلو تيطاحلو الوردة كامل كاتبقى عايل ورا كاتبقى حلاك,منورة حيت الوردات ديالها فخجل بزاف وحنايا مني غنبدلو ليها غادي غادي نقصحو غيتحرقو غيتقصحو هداكشي يقدرو ميبقاوش ينبتونا مرة وحدة خرى غنساينو حتى تسالي الورد كامل وهادشي غيبدا فلخر ديال لحقاش كتنور هي فلليل تيبدا النهار كيبدا يطوال كيطيحو اه تيطيحو الورد كامل كتبقى عي الوريقات بحال هكا,27.5,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/f7ffc478-0f91-454b-9d16-33012f21a443,0.9387755102040817
labeled_algerian,ظلم للبشري من درجة الماء من درجة الضرر. ظلم أحرار وأنواع الظلم الإسراف في الاعتداء على موارد الطبيعة، ظلم للبيئة، وإذا ظلمت البيئة، ظلمت الأكوار، ظلمت من يعيش، لذلك هذا نوع من الظلم قد لا نتفطن له، الإسراف والتبذير في مقدرات الطبيعة، ظلم المجتمع، ظلم ذوي الحقوق، ظلم ذوي القربى، أشد ماذا؟,الموارد البشرية ندرة الماء اخطر انواع الظلم الاسراف في الاعتداء على موارد الطبيعة ظلم للبيئة واذا ظلمت البيئة الاخر وحداخرين ظلمت من من يعيش صحيح لذلك هذا نوع من الظلم قد لا نتفطن له لاسرافو والتبذير في مقدرات الطبيعة المجتمع ظلم ظلم ظلم ذوي الحقوق وظلم ذوي القربى اشد,26.4,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/c9163835-c131-42f3-9394-ef7a23c81fe3,0.6122448979591837
labeled_algerian,اللي هو ما تخصو الدرب في أخرا، يمكن قدرو نديروهاش يحتافوا من راكشوا إقديرو ورزا زا، عندهم الإمكانية، وغادي نديرو هاديكشي لسمو، هذا هو الخصص، خصص معيول الناس. يعني مع الأسف بقا هاديكشي اللي ما هو دراية، الناس غادي ينفي غادي ينفي غادي ينفي، خصص ختامو، خصص يشوي هاد السطير. نشوفو الناس نخصوهم، والناس را ميل دابا را هز الهم، ورا بدل دينا كنندخلو يعع في الخريف، وفصل الشتاء را واجي وكانت منا، كانت منا كانت منا، إن الناس نتسبّل هاد المسائل هادي، واحتات دعم ليرا نقوم.,حتى في التدريب ديالي انا يعني في جامعة تيقولك الأستاذ لي كيدوي بزاف الأستاذ لي كيتكلم بزاف هو استاذ غير ناجح داخل لأنك انت خاصة لما تنتكلمو على تدريس اللغات بصفة عامة وحتى اللي عندهم علاقة بالطب ولا كذا لأنك انت ماشي باش تعطي المعلومة لا نتا تما باش ديك وتعرف,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/e4a731a3-4e10-4a26-b18c-54502159f584,1.6666666666666667
labeled_algerian,من سميتش بلاي سيرينس. بلاي سيرينس كان خدم على راسي. كمر بيكتشاف ما كنسولش الفلوس. مش حلا عندك؟ لا. شنو غنستاف؟ كان ماشي شريك ما كنسولش هالغات عطوني. كنسولش نو غنستاف. كنقول أنا را كان قررت عطيني ألفين وخمسمية درهم ينبوخس. كان أكون نشرب. ما باغيش ندير لابس. باغينستاف باغين تعلم. ونتعلم لو ماكسيمو. وتشاك بيماشي تبادل مون طالبتي. فاش غادي جيك منو فرصة في الموسم 28.,ماشي في العشرينات العشرينات كنخدم على راسي بالكتاف ما كنسولش على الفلوس شحال عندك لا شنو غنستافد كنمشي شركة ما كنسولش شحال غتعطيوني كنسول شنو غنستافد كنقول انا را كنقرا عاطيني الفين وخمسمية درهم كناكل ونشرب بها ماباغيش ندير لاباس باغي نستافد باغي نتعلم ونتعلم وتيق بيا مشيتي بهاد هاد فاش غتجيك,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/430659d4-99b2-48d1-b74d-f683b4f5f302,1.0576923076923077
labeled_algerian,والكيميتان ن ن ن ن كورات ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن ن,ولكن ملي تنكورها تندهن يدي بشوية هادو حاجة خرى هادي تتعجب الناس بزاف ملي تنعملها لهم شنو هادي هادي ابتطات حلوة طايبة فالفران ياك تاطيح حلوة طايبة في الفران التناقض اما اما لداك ديال الشينوا اما الخس ديالنا تنطيبو تا هو فالفران باش يترخى شوية نكور ولا الخس,25.9500625,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/77fafb29-028a-466a-9b8d-71b32499d0a2,4.520833333333333
labeled_algerian,"في نيو ماب لو هتديلك والحضور ديالك وتشوفين لك التوفيق إن شاء الله، تخصص لغة إنجليزية راح تبقى فيه إن شاء الله، وكل خير إن شاء الله، وبالفعل مش كده، تلخصوا حلقة اليوم وأسبوع هاد هاد الأسبوع هادم صباحية ديزام، على أمل اللي قابلكم دايما على خير وبخير، يوم الاثنين الجاي إن شاء الله مع مواضيع أفكار وفقرات سلم، حيتنا اليومية دائما في برنامجكم الأسري بامتياز، صباحية ديزام إلى اللقاء. yeah,",التوفيق ان شاء الله الله وبالفن التشكيلي تنختمو حلقة اليوم واسبوع هاد هاد الأسبوع هدا صباحيات دوزيم على امل اللقاء بكم دائما على خير وبخير يوم الاثنين الجاي ان شاء الله مع مواضيع افكار وفقرات تتم حياتنا اليومية دائما برنامجكم الأسري بامتياز صباحيات دوزيم الى اللقاء,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/44ef1ea8-d0d5-4736-a26a-8b0bb87c8dc8,1.065217391304348
labeled_algerian,يعني مع لقوب دي مون إن شاء الله، كسرت من سود السكان العالم غادي يفوت ستين سنة، يعني الفئة العمرية فوق الستين سنة غادي يبقى كثر لأسباب متعددة ومعروفة. فإذن احنا كلنا هاد الموضوع يهمنا، وكلنا في فترة من الحياة إن شاء الله إلى تطور ربيش بيها العمر غادي يكونوا غنكونو من هاد الفئة العمرية، فإذن خسرت دول باللهاد الفئة من كل ما حملناه في الحياة جماعة من ضغوطات ومن,لأن الإقتصاد الإسلامي مجاش باش يعاود يخترع الما سخون اه منتجات كاينة معروفة ولكن همشت من طرف الاقتصاد الربوي الاقتصاد الاسلامي جاء ليرجع الى ليرجع الى القيمة الأسمى لي هي العدل التعامل فبالتالي يتعامل بالصكوك بيعا وشراء واصدارا واستصدارا كذلك الشركات تتعامل بالصكوك وبالمشاركات,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/2658e6cb-170d-4dc8-ba72-b0b893e8a92c,1.5681818181818181
labeled_algerian,كنت خلف شخصية. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه. آه.,تبارك الله عليك الالة ومعالينا والبنيتات اللي جاونا من طنجة تنختمو حلقة اليوم صباحيات دوزيم مع الشكر الغزالة ديالنا جبنا بحال هاكا بدلي لينا مرة مرة بحال هاكا ان شاء الله نتلاقاو غدا ان شاء الله معاكم فصباحيات دوزيم هاد المرة وغادي نتكلمو مع الدكتورة نادية مزيان متوكل على,29.7,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/517fa9aa-babc-44fa-8355-9f4e54fc1718,1.0
