category,instruction,response,augmentation_type
cultural_knowledge,شنوة هي أهمية مدينة تكنولوجيا المواصلات (الغزالة) في تونس؟,"قطب الغزالة لتكنولوجيا الاتصال عنده أهمية استراتيجية كبيرة في تونس خاطر:
• يوفر بيئة باهية للشركات الناشئة والشركات العالمية في مجال الإعلامية والاتصالات.
• يخلق فرص شغل للشباب ويخليهم يطوروا مهاراتهم في الدومين التكنولوجي.
• يعاون في تطوير البنية التحتية الرقمية ويدعم التحول الرقمي في لبلاد.
• يقوي الاقتصاد التونسي ويخلي تونس تنافس في سوق التكنولوجيا إقليمياً وعالمياً.",parentheses_cleaned
cultural_knowledge,شنوة هي التحديات القانونية والأخلاقية اللي يواجهها مشروع Genome Tunisia وكيفاش يحميو في معطيات الناس؟,"مشروع 'Genome Tunisia' يواجه تحديات تخص خصوصية المعلومات الجينية، وباش يضمنوا حماية المشاركين عملوا:
• لجنة خاصة تراقب الخدمة وتثبت في احترام المعايير الوطنية والدولية.
• لازم كل مشارك يوافق كتابياً قبل ما ياخذوا منه أي عينة.
• المعلومات تتخزن من غير أسماء وباستعمال كودات قوية باش حتى حد ما يعرف مولاها.
• الالتزام بإعلان هلسنكي لضمان سلامة وحقوق العباد اللي يشاركوا في البحث.",parentheses_cleaned
cultural_knowledge,شكونو ابن الرقام الأوسي وشنوة عمل في تونس؟,ابن الرقام الأوسي هو عالم تونسي ولد في الأندلس عام 1250، وهو طبيب وفلكي ورياضي. بعد ما سقطت مرسية، مشى لبجاية وبعد استقر في تونس العاصمة وين كتب أهم مؤلفاته في الفلك قبل ما يكمل حياته في غرناطة. يتسمى من كبار علماء زمانه اللي عاشوا في تونس.,parentheses_cleaned
cultural_knowledge,كيفاش تعدات السلاطة في تونس بعد ما هرب بن علي؟,بعد ما خرج بن علي نهار 14 جانفي 2011، محمد الغنوشي أعلن اللي هو باش ياخذ الرئاسة مؤقتاً حسب الفصل 56. اما المجلس الدستوري قال لا، هذا شغور نهائي ولازم نطبقوا الفصل 57، وعين فؤاد المبزع رئيس مؤقت. بعدها صارت حكومة وحدة وطنية، ومن بعد الغنوشي استقال وجاء الباجي قائد السبسي الله يرحمه وسير لبلاد حتى صارت انتخابات المجلس التأسيسي.,parentheses_cleaned
cultural_knowledge,شنوة تأثير القراية في البريفيه على اللغة العربية في تونس؟,التعليم الخاص في تونس، خاصة المدارس اللي تتبع برامج أجنبية، يركز برشة على الفرنسية والإنجليزية. هذا ساعات يخلي مستوى التلامذة في العربية الفصحى يضعف شوية. هذاكا علاش برشة عايلات وخبراء يطالبوا باش يكون فمة توازن بين اللغات الأجنبية ولغتنا العربية باش الصغير يطلع متمكن منهم الكل.,parentheses_cleaned
cultural_knowledge,أعطيني ملخص على تاريخ النادي الرياضي الصفاقسي؟,النادي الرياضي الصفاقسي (السي أس أس) تأسس عام 1928 وكان اسمه 'النادي التونسي'. في 1962 تبدل لاسم الحالي واختاروا الألوان البيضاء والسوداء (الببيط). هو من كبار تونس، هز البطولة والكأس برشة مرات، ومشهور بلقب 'يوفنتوس العرب'. عالمياً وقارياً، هز كأس الكاف 3 مرات (2007، 2008، 2013) وعنده شعبية كبيرة في صفاقس وفي كامل تونس.,parentheses_cleaned
cultural_knowledge,أعطيني ملخص على تاريخ النادي الرياضي الصفاقسي (CSS)؟,النادي الرياضي الصفاقسي تأسس عام 1928 وكان اسمه 'النادي التونسي'. في 1962 تبدل لاسم الحالي واختاروا الألوان البيضاء والسوداء. هو من كبار تونس، هز البطولة والكأس برشة مرات، ومشهور بلقب 'يوفنتوس العرب'. عالمياً وقارياً، هز كأس الكاف 3 مرات وعنده شعبية كبيرة في صفاقس وفي كامل تونس.,parentheses_cleaned
cultural_knowledge,كيفاش يحضروا التلامذة في تونس للامتحانات اللي بالفصحى؟,التحضير يكون بمراجعة القواعد وحل نماذج متاع امتحانات قديمة. المعلمين يركزوا برشة على فهم النصوص وعلى 'الإنشاء' باش التلميذ يتعلم يكتب لغة صحيحة ومنظمة، وهذا اللي يعاونهم ينجحوا في السيزيام والنوفيام والباك.,parentheses_cleaned
cultural_knowledge,شنوة هو البريك التونسي؟,البريك هو سلطان الطاولة التونسية خاصة في رمضان. هو ورقة 'ملسوقة' تتحشى وتتقلى. أشهر نوع هو 'بريكة بالعظم'. فمة برشة أنواع أخرى كيف بريك الصوابع. وفي التقاليد، العريس لازم ياكل البريكة من غير ما يسيّل العظمة، كان نجح معناها 'صنايعي' ويستاهل العروسة!,parentheses_cleaned
cultural_knowledge,كيفاش كانت مسيرة قوافل قفصة في الفوت التونسي؟,نادي القوافل الرياضية بقفصة تأسس عام 1967. الجمعية هاذي عاشت برشة طلعات وهبطات، لعبت في الرابطة الثانية وطلعت للرابطة الأولى برشة مرات. القوافل هي رمز للجهة ومشهورة بملاعبية كبار كيف الهادي فلافل ومنصف اللافي، ودائماً ما تكون 'غول' خاصة كي تلعب فوق ميدانها في قفصة.,parentheses_cleaned
cultural_knowledge,شنوة معناها قطب تكنولوجي وشنومة أهم الأقطاب في تونس؟,"القطب التكنولوجي هو بلاصة تلم الجامعات، ومراكز البحث، والشركات باش يطوروا تكنولوجيا معينة. في تونس عندنا برشة أقطاب:
• قطب الغزالة: اختصاص اتصالات وإعلامية.
• قطب برج السدرية: اختصاص طاقة ومياه وبيئة.
• قطب سيدي ثابت: اختصاص بيوتكنولوجيا ودواء.
• قطب صفاقس: اختصاص تكنولوجيا المعلومات والطب.
• أقطاب سوسة وبنزرت: كل واحد وعنده اختصاصه الصناعي والتكنولوجي.",parentheses_cleaned
cultural_knowledge,كيفاش نطيبوا السلاطة المشوية التونسية؟,السلاطة المشوية هي 'بنة' الصيف في تونس. نشويو الفلفل مع الطماطم، البصل، والثوم على الكانون ولا في الفور. بعد نقشروا الخضرة ونرحيوها. نزيدوها التابل والكروية، الملح، برشة زيت زيتونة، ونزينوها بالتن والعظم المسموط والزيتون. خفيفة، صحية، وتتاكل مع خبز طابونة.,parentheses_cleaned
storytelling,شنومة تفاصيل كسوف الشمس الكلي اللي باش يصير في تونس نهار 2 أوت 2027؟,"نهار 2 أوت 2027، تونس باش تعيش حدث فلكي تاريخي وهو كسوف كلي للشمس، ويعتبر من أطول الكسوفات في القرن 21. أحسن بلاصة لمشاهدة الكسوف باش تكون جزر قرقنة. 
أهم المعلومات:
- **التاريخ**: 2 أوت 2027.
- **الوقت**: يبدأ الظلام التام مع العشرة وسبعة دقايق صباحاً.
- **شنوة باش يصير**: القمر باش يغطي الشمس كاملة، الدنيا تظلم في القايلة وباش نشوفوا 'الإكليل الشمسي'. الكسوف هذا فرصة كبيرة للعلماء والهواة في تونس باش يدرسوا الشمس.",parentheses_cleaned
cultural_knowledge,قداش من معتمدية في ولاية أريانة وشنومة المناطق اللي فيهم؟,"ولاية أريانة مقسومة كالتالي:
• **أريانة المدينة**: فيها 9 مناطق.
• **سكرة**: فيها 7 مناطق.
• **رواد**: فيها 7 مناطق.
• **قلعة الأندلس**: فيها 6 مناطق.
• **سيدي ثابت**: فيها 5 مناطق.
• **حي التضامن**: فيها 9 مناطق.
• **المنيهلة**: فيها 5 مناطق.",parentheses_cleaned
cultural_knowledge,شكونو رئيس جامعة الكرة الطائرة الجديد وكيفاش ربح الانتخابات؟,عبد المجيد جراد هو اللي ربح رئاسة الجامعة التونسية للكرة الطائرة للفترة 2024-2028. الانتخابات صارت في دار الجامعات وجاب 121 صوت. عبد المجيد دخل بقائمة وحيدة بعد ما 'الكناس' نحّات قائمة منافسه رشيد الباروني خاطر فمة زوز أعضاء ما عندهمش الأقدمية اللي يفرضها القانون.,parentheses_cleaned
advice_guidance,كيفاش الظواهر الفلكية النادرة تنجم تعاون في نشر علم الفلك في تونس؟,"الحاجات هاذي كيف 'كسوف الشمس' ولا 'مرور عطارد' تجلب انتباه العباد وتخلي علم الفلك يولي معروف أكثر عن طريق:
• تغطية الإعلام اللي تخلي الناس تسأل وتفهم.
• الجمعية التونسية لعلوم الفلك تنظم خرجات للرصد وتوري الناس بالتلسكوبات.
• تشجع الصغار والشباب باش يوليوا يحبوا العلوم والبحث عن الفضاء.
• تلهم التلامذة باش يختاروا اختصاصات علمية وتكنولوجية.",parentheses_cleaned
cultural_knowledge,شنوة هو مشروع Genome Tunisia وعلاش مهم للطب في تونس؟,"مشروع 'Genome Tunisia' بدأ في 2019 وباش يكمل لـ 2035. هدفه هو دراسة 'الجينات' متاع التوانسة. 
أهميته:
• يخلي الأطباء يفهموا الأمراض الوراثية في تونس بالباهي.
• يعاون في 'الطب الدقيق'، يعني يعطيو لكل مريض دواء يمشي مع جيناته هو بالذات.
• يطور البحث العلمي ويخلي عندنا 'بنك بيولوجي' مخزن فيه المعلومات الجينية للتوانسة للضرورة الطبية.",parentheses_cleaned
storytelling,شكوني الدكتورة لينا نصيب وشنومة أهم إنجازاتها؟,"الدكتورة لينا نصيب هي عالمة فيزياء تونسية عالمية، ربحت جائزة 'فالي' في 2023. هي دكتورة في الفيزياء النظرية وقرات في أحسن جامعات العالم. 
إنجازاتها:
• اكتشفت بنية نجمية كبيرة وعملت طرق جديدة لدراسة 'المادة المظلمة' في الكون.
• عندها قناة يوتيوب اسمها 'قعدة فلكية' تفسر فيها علم الفلك بالدارجة التونسية باش تشجع الشباب والنساء يدخلوا لميدان العلوم.",parentheses_cleaned
cultural_knowledge,كيفاش تلعب أنس جابر التنس وشنوة دور المدربين معاها؟,"أنس جابر معروفة بلقب 'وزيرة السعادة' وبطريقة لعبها 'المهبولة' المليانة إبداع:
• تستعمل برشة 'Amortis' والضربات المفاجئة اللي تغدر الخصم.
• تلعب بذكاء وتنويع كبير مش كان قوة.
بالنسبة للمدربين، عصام جلالي كان عنده دور كبير في تأطيرها وفهم شخصيتها في التيران، وبرتراند بيريت عاونها زادة باش تطور من غير ما يقتل فيها روح الإبداع واللعب العفوي.",parentheses_cleaned
cultural_knowledge,شنومة الفاحات اللي نستعملوها في الكوجينة التونسية؟,"الفاح التونسي هو سر البنة، وأهمهم:
• التابل والكروية (أساس برشة طناجر).
• الفلفل زينة (بابريكا)، فلفل أكحل، وكركم.
• الكمون (ضروري للحوت واللبلابي).
• الرند، شوش الورد، والقرفة.
وطبعاً ما ننساوش 'الهريسة العربي' اللي مفوحة بالثوم والتابل وهي اللي تعطي الحرورية واللون للأكل التونسي.",parentheses_cleaned
cultural_knowledge,شنومة الفاحات (البهارات) اللي نستعملوها في الكوجينة التونسية؟,"الفاح التونسي هو سر البنة، وأهمهم:
• التابل والكروية.
• الفلفل زينة، فلفل أكحل، وكركم.
• الكمون.
• الرند، شوش الورد، والقرفة.
وطبعاً ما ننساوش 'الهريسة العربي' اللي مفوحة بالثوم والتابل وهي اللي تعطي الحرورية واللون للأكل التونسي.",parentheses_cleaned
cultural_knowledge,شنومة أهم المعلومات على ولاية تطاوين؟,"تطاوين هي أكبر ولاية في تونس من حيث المساحة. فيها الجبل والصحراء والسهل.
• **السكان**: حوالي 150 ألف ساكن.
• **الاقتصاد**: يعتمد برشة على الخدمات، والخدمات البترولية في الصحراء، وشوية فلاحة وجبس.
• **السياحة**: مشهورة بالقصور الصحراوية والمناظر اللي تشبه للمريخ.",parentheses_cleaned
cultural_knowledge,كيفاش يتعمل كعك الورقة التونسي؟,"كعك الورقة يتخدم بالفارينة، الزبدة، اللوز المرحي، والسكر المحور، ويتعجن بماء العطرشية ولا 'النسري'. العجينة لازم تكون رقيقة برشة. 
**حكاية تاريخية**: الأندلسيين اللي هربوا لتونس هوما اللي جابوه، ويقولوا اللي النساء كانوا يخبوا وسط الكعك الذهب ومفاتيح ديارهم في الأندلس باش يهربوهم من غير ما يشلق بيهم حد.",parentheses_cleaned
cultural_knowledge,علاش تونس باهية للاستثمار في التكنولوجيا وشنوة عملت الدولة؟,"تونس عندها برشة مزايا للشركات التكنولوجية:
• تونس قريبة لأوروبا وعندنا مهندسين وخدامة كفاءة.
• فمة قوانين جديدة كيف 'Startup Act' اللي تسهل الخدمة للشركات الناشئة.
• الدولة عملت برامج كيف 'تونس الذكية' باش تجيب المستثمرين الأجانب وتوفرلهم بنية تحتية رقمية باهية.",parentheses_cleaned
cultural_knowledge,وقتاش خسوف القمر الجاي في تونس؟,خسوف القمر الجاي باش يكون نهار الإربعاء 18 سبتمبر. باش يكون خسوف جزئي. يبدأ مع السبعة متاع العشية ويقعد ساعة وشوية. هو مش بقوة الكسوف الكلي أما يقعد منظر مزيان للتصوير والرصد.,parentheses_cleaned
cultural_knowledge,أعطيني فكرة على معتمديات المهدية وصفاقس؟,"• **المهدية**: فيها 11 معتمدية كيف وكل معتمدية فيها برشة مناطق.
• **صفاقس**: فيها 16 معتمدية كيف. مثلاً صفاقس المدينة فيها 12 منطقة، وقرقنة فيها 10 مناطق.",parentheses_cleaned
cultural_knowledge,شنوة هي القيمة العلمية والادينية لمدينة القيروان؟,"القيروان كانت أول وأهم منارة علمية في المغرب العربي قبل قرطبة وفاس. 
أهم محطاتها:
• **جامع عقبة بن نافع**: كان مش مجرد جامع، بل جامعة تدرس فيها العلوم والدين، وأسسوا فيها 'دور الحكمة'.
• **القبلة**: محراب القيروان هو اللي حدد اتجاه القبلة في المغرب الإسلامي كامل.
• **العلماء**: جاوها علماء كبار من المشرق، وأشهرهم الإمام سحنون اللي كتب 'المدونة'.
• **بيت الحكمة**: اللي بناه إبراهيم الثاني في رقادة كان مركز للترجمة والبحث في الطب والفلك والرياضيات، وهو نسخة من بيت الحكمة في بغداد.
باختصار، القيروان هي فخر تونس في التاريخ والعلم والدين.",parentheses_cleaned
cultural_knowledge,شنومة المؤسسات التعليمية اللي تخدم مع قطب النسيج في المنستير؟,"فمة 3 مؤسسات أساسية يخدموا في القطب التكنولوجي بالمنستير:
1. **المدرسة الوطنية للمهندسين بالمنستير**.
2. **المعهد العالي لمهن الموضة بالمنستير**.
3. **المعهد العالي للدراسات التكنولوجية بقصر هلال**.",parentheses_cleaned
cultural_knowledge,شنوة هو برنامج تونس الذكية وكيفاش يعاون في الاستثمار؟,"برنامج 'Smart Tunisia' هو مشروع وطني باش يرجع تونس قطب رقمي عالمي. 
كيفاش يعاون؟:
• يوفر فرص خدمة كبيرة للشباب في التكنولوجيا (خلق أكثر من 20 ألف موطن شغل).
• يشجع الشركات الأجنبية باش تحل في تونس عن طريق حوافز مالية.
• يسهل الأوراق والإجراءات (مخاطب وحيد للشركات).
• الهدف منه هو ربط تونس بأوروبا وإفريقيا كمنصة للخدمات الرقمية المتطورة.",parentheses_cleaned
cultural_knowledge,شنوة هو برنامج تونس الذكية (Smart Tunisia) وكيفاش يعاون في الاستثمار؟,"برنامج 'Smart Tunisia' هو مشروع وطني باش يرجع تونس قطب رقمي عالمي. 
كيفاش يعاون؟:
• يوفر فرص خدمة كبيرة للشباب في التكنولوجيا.
• يشجع الشركات الأجنبية باش تحل في تونس عن طريق حوافز مالية.
• يسهل الأوراق والإجراءات.
• الهدف منه هو ربط تونس بأوروبا وإفريقيا كمنصة للخدمات الرقمية المتطورة.",parentheses_cleaned
cultural_knowledge,شنوة تفسير المثل هرب من قطرة جا تحت ميزاب؟,هذا مثل مشهور برشة، ومعناه أن الواحد يكون هارب من مشكلة صغيرة، يلقى روحه طاح في مشكلة أكبر منها ببرشة. يعني ساعات الواحد يلوج على حل سريع لمشكلة بسيطة، يولي يغرق في هم أكبر.,parentheses_cleaned
cultural_knowledge,شنومة النباتات اللي نلقاوهم في شمال تونس وخاصة في محمية إشكل؟,"محمية إشكل فيها تنوع نباتي يدوخ، ومن أهم ما فيها:
• **نخلة القزم**: اللي أوراقها تشبه للمروحة.
• **السرخس**: اللي يطلع في البلايص الرطبة والمظلة.
• **النرجس**: اللي ينور في الخريف بألوانه المزيانة.
• **القطف والشجيرات المتوسطية**: اللي تغطي الجبل وتعطي منظر طبيعي عالمي.",parentheses_cleaned
advice_guidance,شنومة أحسن البلايص اللي لازم نزورهم في تونس؟,"تونس فيها برشة بلايص تعمل الكيف:
1. **قرطاج**: باش تشوف التاريخ البوني والروماني وتتمتع بالبحر.
2. **المدينة العربي**: تضيع في نهيجاتها، تشري الصناعات التقليدية وتاكل كفتاجي ولا صحفة لبلابي.
3. **الحمامات**: أحسن بلاصة للبحر، الرمال البيضاء، والنزل الفاخرة.
4. **دوز**: لازمك تجرب ركوب الجمال وتبات في الخيمة تحت النجوم.
5. **سيدي بوسعيد**: القعدة في القهوة العالية مع كاس تاي بالبندق ومنظر البحر ما تخلصش بفلوس.",parentheses_cleaned
cultural_knowledge,شنومة الصعوبات اللي تنجم تقابل تكنولوجيا النقل الذكي في تونس؟,"باش نطوروا النقل الذكي في تونس، فمة تحديات لازم نواجهوها:
• البنية التحتية قديمة ولازمها برشة تصليح وتحديث.
• حماية المعلومات والخصوصية متاع الناس اللي باش يستعملوا التطبيقات.
• الفلوس والتمويلات الكبيرة اللي يحتاجها المشروع باش يتنفذ على أرض الواقع.",parentheses_cleaned
cultural_knowledge,شنومة الدوائر البلدية اللي تابعة لمدينة سوسة؟,"مدينة سوسة فيها 5 دوائر بلدية:
• سوسة المدينة.
• سوسة خزامة.
• سوسة سيدي عبد الحميد.
• سوسة الرياض.
• سوسة جوهرة.",parentheses_cleaned
cultural_knowledge,وين جاء متحف قرطاج وشنوة فيه؟,"متحف قرطاج موجود فوق 'هضبة بيرسا'. 
المتحف فيه كنوز من 3 عهود:
• **العهد البوني**: فيه تماثيل صغيرة وقبور قديمة ونماذج كيفاش كانوا يعيشوا.
• **العهد الروماني**: فيه فسيفساء عالمية وتماثيل رخام كبيرة.
• **العهد المسيحي والإسلامي**: فيه قطع فخار وآجر مزين.
المنظر من المتحف يطل على تونس الكل وعلى الموانئ البونية، وهو من أحسن البلايص اللي تورينا تاريخ تونس العظيم.",parentheses_cleaned
cultural_knowledge,علاش النادي الصفاقسي انسحب من بطولة إفريقيا للفولي في 2024؟,النادي الصفاقسي قرر ينسحب من بطولة إفريقيا للكرة الطائرة اللي صارت في مصر خاطر الهيئة المديرة شافت اللي الفريق مش حاضر بالباهي فنياً ولوجستياً، وزيد فمة ظروف مالية خلاتهم يفضلوا يركزوا على المسابقات المحلية ويحضروا الفريق أكثر للمستقبل.,parentheses_cleaned
cultural_knowledge,وين جاية مقبرة الجلاز في تونس؟ وشكون أشهر العباد اللي مدفونين فيها؟,"مقبرة الجلاز موجودة في المدخل الجنوبي متاع مدينة تونس، وكانوا قبل يوصلولها عن طريق باب عليوة. هي مقبرة تاريخية من عهد الحفصيين، وتسمات على اسم الشيخ أبي عبد الله محمد بن عمر بن تاج الدين الزلاج اللي توفى عام 1205م.

مدفونين فيها برشة شخصيات وطنية وتاريخية معروفة في تونس، منهم:
• علي باش حانبة
• عبد العزيز الثعالبي
• المنصف باي
• أحمد التليلي
• المنجي سليم
• الحبيب ثامر
• علي بن عياد
• محمود الماطري
• الباهي الأدغم
• إبراهيم المحواشي",parentheses_cleaned
cultural_knowledge,تنجم تعطيني فكرة على تاريخ تونس في فترة ما قبل التاريخ؟,"وجود الإنسان في تونس قديم برشة ويرجع لما قبل التاريخ. لقاو آثار متاع نشاط بشري من العصر الحجري القديم السفلي في موقع 'القطار' بقفصة، وهناك لقاو حجارة مرصوفة يقولوا اللي هي من أقدم المعالم الدينية في العالم.

أول حضارة منظمة بانت في تونس هي 'الحضارة القبصية'. وفي الفترة هذيكة جاو الأمازيغ اللي هوما السكان الأصليين للبلاد. تونس كانت ديما وجهة للحضارات خاطر موقعها الاستراتيجي، أما التاريخ الصحيح والموثق بدا مع وصول الفينيقيين عام 1101 ق.م، ومن بعد تأسيس قرطاج عام 814 ق.م.",parentheses_cleaned
cultural_knowledge,كيفاش إطلاق القمر الصناعي تشالينج وان ينجم يحسن الاقتصاد وقطاع التكنولوجيا في تونس؟,"إطلاق 'تشالينج وان' عنده تأثير باهي برشة على تونس، خاصة في:
• يقوي صناعة التكنولوجيا في بلادنا ويعطي ثقة كبيرة في المهندسين التوانسة.
• يجيب استثمارات جديدة من داخل ومن برة تونس في قطاع التكنولوجيا.
• يحسن برشة قطاعات كيف الفلاحة، النقل، واللوجستيك باستعمال تقنيات 'إنترنت الأشياء'.
• ينقص من التكاليف ويزيد في الكفاءة، وهذا يعاون الاقتصاد باش ينمو.
• يحل بيبان للتعاون مع دول أخرى ويخلق فرص شغل للشركات التونسية المختصة في البرمجيات.",parentheses_cleaned
advice_guidance,شنوة تأثير الرحلات المدرسية على تحسين لغة التلاميذ في تونس؟,"الرحلات التعليمية تعاون برشة التلاميذ باش يستعملوا اللغة العربية الفصحى في حياتهم العادية مش كان في القسم. 
من فوائدها:
• كي يزوروا متاحف ولا مواقع تاريخية، يسمعوا الشروحات بالفصحى، وهذا يخليهم يفهموها خير.
• يتعلموا كلمات ومفاهيم جديدة بطريقة فيها جو ولعب.
• تخليهم يستانسوا يحكيو بالفصحى من غير تعقيد وتولي لغة قريبة ليهم.",parentheses_cleaned
storytelling,كيفاش كلام أشرف الكعلي على الأرض المسطحة عمل ضجة في تونس؟ وشنوة كان رد جمعية علوم الفلك؟,"الإعلامي أشرف الكعلي قال اللي الأرض مسطحة وما عندهاش نهاية، واعتمَد في كلامه على فهمه لنصوص دينية وتاريخية. الكلام هذا عمل ضجة كبيرة في الفايسبوك التونسي، وبرشة ناس نقدوه واعتبروه يحب يعمل 'بوز' بإنكار حقيقية علمية.

الجمعية التونسية لعلوم الفلك خرجت بيان ونددت بكلامه، وقالت اللي حكاية 'تسطح الأرض' غلطة ومفندة علمياً عندها قرون، والأدلة الكل تقول اللي الأرض كروية. الجمعية حذرت اللي كلام كيف هذا ينشر الجهل بين الشباب، وطلبت من وسائل الإعلام تجيب مختصين باش يعطيوا المعلومة الصحيحة.",parentheses_cleaned
cultural_knowledge,شنوة أهمية انضمام الباحث أشرف الذهبي لوكالة ناسا؟ وكيفاش هذا يعاون تونس في البحث العلمي؟,"وصول أشرف الذهبي لفريق 'ناسا' هو فخر كبير لتونس، ويوري اللي الشباب التونسي ينجم يوصل لأعلى المستويات. هو يخدم في فريق يدرس في الكواكب اللي خارج المجموعة الشمسية.
هذا الإنجاز ينجم:
• يشجع الشباب التونسي باش يحبوا العلوم والتكنولوجيا.
• يقوي التعاون بين تونس والمراكز البحثية العالمية.
• يخلينا نطوروا برامج القراية والبحث في تونس.
• يعطي صورة باهية على تونس كبلاد تشجع على العلم والتميز.",parentheses_cleaned
cultural_knowledge,شنومة أهم المحطات في مسيرة علي معلول مع النوادي والمنتخب؟,"علي معلول عنده مسيرة كبيرة، أهمها:
• بدا مع النادي الصفاقسي في 2009 وولا ركيزة في الفريق.
• في موسم 2015–2016 عمل حاجة نادرة، سجل 14 هدف وطلع هداف الدوري وهو مدافع.
• مشى للأهلي المصري في 2016 بصفقة كبيرة، وعمل معاهم تاريخ كبير في مصر وإفريقيا.
• مع المنتخب، لعب في كاس إفريقيا 2015 و2017، وشارك في كاس العالم 2018 في روسيا. يعتبر من أحسن ما جابت تونس في مركز الظهير الأيسر.",parentheses_cleaned
