category,instruction,response,augmentation_type
cultural_knowledge,تنجم تقلي شنوة كان تأثير المسيحية في تونس في العصور القديمة؟,المسيحية كانت موجودة بقوة في تونس (قرطاج) من القرن الثاني ميلادي. شخصيات كيف ترتليان وقبريانوس القرطاجي لعبوا دور كبير في صياغة الفكر المسيحي العالمي. الكنيسة في تونس كانت منظمة وعندها شخصية 'إفريقية أمازيغية' قوية، ووقفت ضد الظلم الروماني قبل دخول الإسلام.,question_variant
cultural_knowledge,تنجم تقلي شنوة هو مشروع Genome Tunisia وكيفاش باش يعاون المرضى؟,المشروع هذا يهدف لدراسة الخريطة الجينية للتوانسة. بالفهم هذا، نجموا نعرفوا الأمراض الوراثية المنتشرة في بلادنا، ونوفروا تشخيص أدق ودواء يمشي مع طبيعة البدن التونسي.,question_variant
cultural_knowledge,تنجم تقلي كيفاش تطور حساب أوقات الصلاة في تونس من قبل لتوّة؟,قبل، التوانسة كانوا يستعملوا الإسطرلاب والمزولة الشمسية لتحديد أوقات الصلاة. وتوّة، ولينا نستعملوا الحسابات الفلكية الدقيقة بالكمبيوتر والتطبيقات، مع الحفاظ على التقاليد التونسية في الأذان والتوقيت.,question_variant
cultural_knowledge,تنجم تقلي شنوة صار في أول مشاركة دولية للمنتخب التونسي بعد الاستقلال؟,بعد الاستقلال عام 1956، تأسست الجامعة التونسية لكرة الساق (1957). أول طرح دولي كان ضد منتخب جبهة التحرير الجزائرية. وفي نفس العام، شاركت تونس في الألعاب العربية وربحت ليبيا، وبعدها تأهلنا لأولمبياد روما 1960 وين ربحنا تايوان 8-1.,question_variant
cultural_knowledge,تنجم تقلي كيفاش أثر الاستعمار الفرنسي على اللغة والقراية في تونس؟,الاستعمار الفرنسي خلى الفرنسية لغة الإدارة والقراية في الشعب العلمية. لليوم، التونسي يلقى روحه يحكي بالدارجة في الشارع، ويقرا بالفصحى، ويخدم بالفرنسية، وهذا عمل نوع من الازدواجية اللغوية في المجتمع.,question_variant
cultural_knowledge,تنجم تقلي شنوة هي أهم خدمة قدمها ابن الرقام الأوسي في علم الفلك في تونس؟,ابن الرقام الأوسي هو عالم فلك كبير عاش في تونس، صنع جداول فلكية دقيقة وكتب 'رسالة في علم الزلال' اللي تحكي على الساعات الشمسية، وهي من أهم المخطوطات اللي بقات من حضارة الأندلس وتونس.,question_variant
cultural_knowledge,تنجم تقلي شنوة هي ثاني أكبر مدينة في تونس؟,صفاقس هي ثاني أكبر مدينة في تونس من ناحية السكان والنشاط الاقتصادي، وهي معروفة بكونها عاصمة الجنوب والقطب الصناعي للبلاد.,question_variant
storytelling,تنجم تقلي شنوة عملت الجمعية التونسية للفضاء بخصوص طيحة القمر الصناعي الأوروبي ERS-2؟,الجمعية طمنت التوانسة وقالت اللي تونس بعيدة على خطر الشظايا. هبطت توقيتات دقيقة لدخول القمر للغلاف الجوي بناءً على معطيات وكالة الفضاء الأوروبية، ووضحت إنو الحطام من الممكن يطيح في دول أخرى كيف الجزائر ولا السعودية.,question_variant
cultural_knowledge,تنجم تقلي شنوّة هو الفُول المُدَمَس في الكوجينة التونسية؟,الفول المدمس هو فول طيب حتى يولي طري برشة، يتقدم خاصة في الصباح ولا في البرد مع زيت الزيتونة والكمون وشوية هريسة عربي للي يحب الحار.,question_variant
cultural_knowledge,تنجم تقلي شنوة معناها الحروب البونيقية في تاريخ تونس؟,هي سلسلة من 3 حروب كبار صارت بين قرطاج وروما (من 264 لـ 146 قبل الميلاد). كانت صراع على شكون يسيطر على المتوسط، وأشهر بطل فيها هو حنبعل البرقي اللي وصل لأسوار روما.,question_variant
advice_guidance,تنجم تقلي كيفاش نجموا نستغلوا رؤية كوكب المشتري بوضوح باش نشجعوا علم الفلك في تونس؟,كي يقرب المشتري للأرض، يولي يلمع برشة في السماء. هاذي فرصة باش مدينة العلوم والجمعيات ينظموا ليلات رصد للجمهور، باش الصغار يحبوا العلم ويهتموا بدراسة الفضاء والكون.,question_variant
cultural_knowledge,تنجم تقلي شنوة فايدة مشروع BIODESERT على الفلاحة في تونس؟,المشروع هذا يلوج على بكتيريا تعيش في الصحراء تنجم تعاون النباتات باش تقاوم العطش والجفاف. هذا يعاون الفلاحة التونسية باش تتأقلم مع التغير المناخي من غير ما نستعملوا برشة مواد كيميائية.,question_variant
cultural_knowledge,تنجم تقلي كيفاش المدارس التونسية تعاون التلامذة اللي ما يحكيوش فصحى في الدار؟,المدارس تحاول تعمل حصص دعم وتستعمل برامج تعليمية تبسط اللغة الفصحى للتلامذة، باش ينجموا يفهموا الدروس العلمية والأدبية اللي تتقرى بالعربي، ويحاولوا يقربوا بين لغة الشارع ولغة القراية.,question_variant
cultural_knowledge,تنجم تقلي شنوة هي أهمية مدينة تكنولوجيا المواصلات (الغزالة) في تونس؟,"قطب الغزالة لتكنولوجيا الاتصال عنده أهمية استراتيجية كبيرة في تونس خاطر:
• يوفر بيئة باهية للشركات الناشئة (Startups) والشركات العالمية في مجال الإعلامية والاتصالات.
• يخلق فرص شغل للشباب ويخليهم يطوروا مهاراتهم في الدومين التكنولوجي.
• يعاون في تطوير البنية التحتية الرقمية ويدعم التحول الرقمي في لبلاد.
• يقوي الاقتصاد التونسي ويخلي تونس تنافس في سوق التكنولوجيا إقليمياً وعالمياً.",question_variant
cultural_knowledge,تنجم تقلي شنوة هي التحديات القانونية والأخلاقية اللي يواجهها مشروع Genome Tunisia وكيفاش يحميو في معطيات الناس؟,"مشروع 'Genome Tunisia' يواجه تحديات تخص خصوصية المعلومات الجينية، وباش يضمنوا حماية المشاركين عملوا:
• لجنة خاصة (DBAC) تراقب الخدمة وتثبت في احترام المعايير الوطنية والدولية.
• لازم كل مشارك يوافق كتابياً (موافقة مستنيرة) قبل ما ياخذوا منه أي عينة.
• المعلومات تتخزن من غير أسماء (Anonymous) وباستعمال كودات قوية باش حتى حد ما يعرف مولاها.
• الالتزام بإعلان هلسنكي لضمان سلامة وحقوق العباد اللي يشاركوا في البحث.",question_variant
cultural_knowledge,تنجم تقلي شنوة دور اختراع منظار الشاهد متاع محمد الأوسط العياري في توحيد رؤية الهلال؟,الدكتور محمد الأوسط العياري اخترع منظار إلكتروني اسمو 'الشاهد' يصور الهلال بدقة كبيرة لحظة ولادته. الاختراع هذا ينحي الشك والاختلاف بين الدول في تحديد بدايات الشهور كيف رمضان والعيد. الهدف منه هو توحيد المسلمين في مناسباتهم الدينية وتفادي الاختلافات اللي تصير كل عام، وإن شاء الله يتعمم باستعمال أبراج رصد في برشة دول إسلامية.,question_variant
cultural_knowledge,تنجم تقلي كيفاش صفقة بيع شركة InstaDeep التونسية لشركة BioNTech الألمانية بـ 680 مليون دولار باش تأثر على تونس؟,"الصفقة هاذي تتسمى 'بومبة' إيجابية لريادة الأعمال في تونس، خاطرها:
• عطات ثقة كبيرة للشباب التونسي إنو ينجم يوصل للعالمية بالذكاء الاصطناعي.
• باش تجيب مستثمرين أجانب أكثر لتونس في قطاع التكنولوجيا.
• تعاون في نقل الخبرات والتقنيات العالية للسوق التونسية.
• تثبت إلي تونس عندها كفاءات قادرة تنافس أكبر الشركات في العالم.",question_variant
cultural_knowledge,تنجم تقلي شنوة هي أهم مساهمات أبو الصلت في الفلك والرياضيات في تونس؟,"أبو الصلت أمية بن عبد العزيز كان عالم موسوعي، وأهم اللي عمله:
• كتب كتاب في 'الهيئة' يحكي على حركة الكواكب وأبعادها.
• ألف كتاب على 'الأسطرلاب' ووضح اللي الفلك علم صحيح مبني على الحساب مش تنجيم.
• طور آلات فلكية كيف 'الصفيحة الجامعة' لرصد الكواكب.
• أبحاثه قعدت مرجع كبير في المكتبات العالمية وشهدت على تطور العلوم في تونس وقتها.",question_variant
cultural_knowledge,تنجم تقلي كيفاش تعدات السلطة في تونس بعد ما هرب بن علي؟,بعد ما خرج بن علي نهار 14 جانفي 2011، محمد الغنوشي أعلن اللي هو باش ياخذ الرئاسة مؤقتاً حسب الفصل 56. لكن المجلس الدستوري قال لا، هذا شغور نهائي ولازم نطبقوا الفصل 57، وعين فؤاد المبزع (رئيس مجلس النواب وقتها) رئيس مؤقت. بعدها صارت حكومة وحدة وطنية، ومن بعد الغنوشي استقال وجاء الباجي قائد السبسي الله يرحمه وسير لبلاد حتى صارت انتخابات المجلس التأسيسي.,question_variant
cultural_knowledge,تنجم تقلي شنوة تأثير القراية في البريفيه (التعليم الخاص) على اللغة العربية في تونس؟,التعليم الخاص في تونس، خاصة المدارس اللي تتبع برامج أجنبية، يركز برشة على الفرنسية والإنجليزية. هذا ساعات يخلي مستوى التلامذة في العربية الفصحى يضعف شوية. هذاكا علاش برشة عايلات وخبراء يطالبوا باش يكون فمة توازن بين اللغات الأجنبية ولغتنا العربية باش الصغير يطلع متمكن منهم الكل.,question_variant
cultural_knowledge,تنجم تقلي كيفاش بدات قصة علي بقليتي مع الرياضيات في تونس؟,علي بقليتي كان مغروم بالأرقام والألغاز من صغره. عائلته ما كانتش في الميدان أما شجعوه برشة. قرا في تونس وكمل في جامعة ميتز في فرنسا وين تعمق في الرياضيات الصحيحة. بعد ما تخرج، رجع لتونس وانضم للجامعة التونسية وساهم برشة في البحث العلمي وقرى أجيال من المهندسين والطلبة.,question_variant
cultural_knowledge,تنجم تقلي كيفاش يحضروا التلامذة في تونس للامتحانات اللي بالفصحى؟,التحضير يكون بمراجعة القواعد (نحو وصرف) وحل نماذج متاع امتحانات قديمة. المعلمين يركزوا برشة على فهم النصوص وعلى 'الإنشاء' (التعبير الكتابي) باش التلميذ يتعلم يكتب لغة صحيحة ومنظمة، وهذا اللي يعاونهم ينجحوا في السيزيام والنوفيام والباك.,question_variant
advice_guidance,تنجم تقلي كيفاش الرقمنة والإدارة الإلكترونية تنجم تعاون تونس في التنمية؟,الرقمنة تنجم تساهم في التنمية عن طريق تسهيل الخدمات الإدارية وتقليص الوقت اللي يقضيه المواطن في الإجراءات. زادة تعزز الشفافية وتنقص من الفساد خاطر العمليات الكلها تولي مسجلة وواضحة. كيما تشجع الاستثمار، على خاطر الإدارة السريعة والواضحة تعطي ثقة أكبر للمستثمرين.,question_variant
cultural_knowledge,تنجم تقلي شنوة هو البريك التونسي؟,البريك هو سلطان الطاولة التونسية خاصة في رمضان. هو ورقة 'ملسوقة' تتحشى وتتقلى. أشهر نوع هو 'بريكة بالعظم' (تكون مثلثة فيها عظمة، معدنوس، بصل، تن، وكبار). فمة برشة أنواع أخرى كيف بريك الصوابع (بالبطاطا ولا الدجاج). وفي التقاليد، العريس لازم ياكل البريكة من غير ما يسيّل العظمة، كان نجح معناها 'صنايعي' ويستاهل العروسة!,question_variant
cultural_knowledge,تنجم تقلي كيفاش كانت مسيرة قوافل قفصة في الفوت التونسي؟,نادي القوافل الرياضية بقفصة (EGSG) تأسس عام 1967. الجمعية هاذي عاشت برشة طلعات وهبطات، لعبت في الرابطة الثانية وطلعت للرابطة الأولى برشة مرات (أول مرة في 1988). القوافل هي رمز للجهة ومشهورة بملاعبية كبار كيف الهادي فلافل ومنصف اللافي، ودائماً ما تكون 'غول' خاصة كي تلعب فوق ميدانها في قفصة.,question_variant
cultural_knowledge,تنجم تقلي شنوة معناها قطب تكنولوجي وشنومة أهم الأقطاب في تونس؟,"القطب التكنولوجي (Technopole) هو بلاصة تجمع الجامعات، ومراكز البحث، والشركات باش يطوروا تكنولوجيا معينة. في تونس عندنا برشة أقطاب:
• قطب الغزالة: اختصاص اتصالات وإعلامية.
• قطب برج السدرية: اختصاص طاقة ومياه وبيئة.
• قطب سيدي ثابت: اختصاص بيوتكنولوجيا ودواء.
• قطب صفاقس: اختصاص تكنولوجيا المعلومات والطب.
• أقطاب سوسة وبنزرت: كل واحد وعنده اختصاصه الصناعي والتكنولوجي.",question_variant
cultural_knowledge,تنجم تقلي كيفاش القمر الصناعي تشالينج وان قوّى علاقات تونس الدولية في الفضاء؟,مشروع 'تشالينج وان' حل بيبان لتونس مع دول كبار، خاصة روسيا اللي عاونت في الإطلاق من قاعدة بايكونور. التعاون هذا يوري اللي تونس ولات شريك موثوق فيه في تكنولوجيا الفضاء، ويفتح المجال لشراكات أخرى مع وكالات كيف 'ناسا' ولا وكالة الفضاء الأوروبية في المستقبل.,question_variant
cultural_knowledge,تنجم تقلي كيفاش نطيبوا السلاطة المشوية التونسية؟,السلاطة المشوية هي 'بنة' الصيف في تونس. نشويو الفلفل (حار ولا حلو) مع الطماطم، البصل، والثوم على الكانون ولا في الفور. بعد نقشروا الخضرة ونرحيوها (ولا نهرسوها في المهراس للي يحب البنة الزمنية). نزيدوها التابل والكروية، الملح، برشة زيت زيتونة، ونزينوها بالتن والعظم المسموط والزيتون. خفيفة، صحية، وتتاكل مع خبز طابونة.,question_variant
storytelling,تنجم تقلي شنومة تفاصيل كسوف الشمس الكلي اللي باش يصير في تونس نهار 2 أوت 2027؟,"نهار 2 أوت 2027، تونس باش تعيش حدث فلكي تاريخي وهو كسوف كلي للشمس، ويعتبر من أطول الكسوفات في القرن 21 (يوصل لـ 6 دقائق و23 ثانية). أحسن بلاصة لمشاهدة الكسوف باش تكون جزر قرقنة. 
أهم المعلومات:
- **التاريخ**: 2 أوت 2027.
- **الوقت**: يبدأ الظلام التام مع العشرة وسبعة دقائق صباحاً (UTC).
- **شنوة باش يصير**: القمر باش يغطي الشمس كاملة، الدنيا تظلم في القايلة وباش نشوفوا 'الإكليل الشمسي'. الكسوف هذا فرصة كبيرة للعلماء والهواة في تونس باش يدرسوا الشمس.",question_variant
advice_guidance,تنجم تقلي كيفاش الظواهر الفلكية النادرة تنجم تعاون في نشر علم الفلك في تونس؟,"الحاجات هاذي كيف 'كسوف الشمس' ولا 'مرور عطارد' تجيب انتباه العباد وتخلي علم الفلك يولي معروف أكثر عن طريق:
• تغطية الإعلام اللي تخلي الناس تسأل وتفهم.
• الجمعية التونسية لعلوم الفلك تنظم خرجات للرصد وتوري الناس بالتلسكوبات.
• تشجع الصغار والشباب باش يوليوا يحبوا العلوم والبحث عن الفضاء.
• تلهم التلامذة باش يختاروا اختصاصات علمية وتكنولوجية (STEM).",question_variant
cultural_knowledge,تنجم تقلي شنوة هو مشروع Genome Tunisia وعلاش مهم للطب في تونس؟,"مشروع 'Genome Tunisia' بدأ في 2019 وباش يكمل لـ 2035. هدفه هو دراسة 'الجينات' متاع التوانسة (الخريطة الجينية). 
أهميته:
• يخلي الأطباء يفهموا الأمراض الوراثية في تونس بالباهي.
• يعاون في 'الطب الدقيق'، يعني يعطيو لكل مريض دواء يمشي مع جيناته هو بالذات.
• يطور البحث العلمي ويخلي عندنا 'بنك بيولوجي' مخزن فيه المعلومات الجينية للتوانسة للضرورة الطبية.",question_variant
cultural_knowledge,تنجم تقلي شنوة دور المنظمات الدولية في معاونة تونس في مشاكل الهجرة والبيئة؟,"المنظمات الدولية تنجم تعاون تونس عن طريق:
• تمويل مشاريع الفلاحة المستدامة والطاقة النظيفة.
• دعم الجمعيات اللي تخدم على قضايا المناخ.
• ربط الكفاءات التونسية بالخارج بمشاريع تنموية في بلادهم.
• معاونة العباد في المناطق المتضررة من التغيرات المناخية باش ما يضطروش للهجرة.",question_variant
cultural_knowledge,تنجم تقلي كيفاش تلعب أنس جابر التنس وشنوة دور المدربين معاها؟,"أنس جابر معروفة بلقب 'وزيرة السعادة' وبطريقة لعبها 'المهبولة' المليانة إبداع:
• تستعمل برشة 'Amortis' (الضربات القصيرة) والضربات المفاجئة اللي تغدر الخصم.
• تلعب بذكاء وتنويع كبير مش كان قوة.
بالنسبة للمدربين، عصام جلالي كان عنده دور كبير في تأطيرها وفهم شخصيتها في التيران، وبرتراند بيريت عاونها زادة باش تطور من غير ما يقتل فيها روح الإبداع واللعب العفوي.",question_variant
cultural_knowledge,تنجم تقلي شنومة الفاحات (البهارات) اللي نستعملوها في الكوجينة التونسية؟,"الفاح التونسي هو سر البنة، وأهمهم:
• التابل والكروية (أساس برشة طناجر).
• الفلفل زينة (بابريكا)، فلفل أكحل، وكركم.
• الكمون (ضروري للحوت واللبلابي).
• الرند، شوش الورد، والقرفة.
وطبعاً ما ننساوش 'الهريسة العربي' اللي مفوحة بالثوم والتابل وهي اللي تعطي الحرورية واللون للأكل التونسي.",question_variant
cultural_knowledge,تنجم تقلي شنومة أهم المعلومات على ولاية تطاوين؟,"تطاوين هي أكبر ولاية في تونس من حيث المساحة (حوالي 39 ألف كم²). فيها الجبل والصحراء والسهل.
• **السكان**: حوالي 150 ألف ساكن.
• **الاقتصاد**: يعتمد برشة على الخدمات (60%)، والخدمات البترولية في الصحراء، وشوية فلاحة وجبس.
• **السياحة**: مشهورة بالقصور الصحراوية والمناظر اللي تشبه للمريخ (وين صوروا فيلم Star Wars).",question_variant
cultural_knowledge,تنجم تقلي كيفاش يتعمل كعك الورقة التونسي؟,"كعك الورقة يتخدم بالفارينة، الزبدة، اللوز المرحي، والسكر المحور، ويتعجن بماء العطرشية ولا 'النسري' (خاصة في زغوان). العجينة لازم تكون رقيقة برشة (ورقة). 
**حكاية تاريخية**: الأندلسيين اللي هربوا لتونس هوما اللي جابوه، ويقولوا اللي النساء كانوا يخبوا وسط الكعك الذهب ومفاتيح ديارهم في الأندلس باش يهربوهم من غير ما يشلق بيهم حد.",question_variant
cultural_knowledge,تنجم تقلي علاش تونس باهية للاستثمار في التكنولوجيا وشنوة عملت الدولة؟,"تونس عندها برشة مزايا للشركات التكنولوجية:
• تونس قريبة لأوروبا وعندنا مهندسين وخدامة كفاءة.
• فمة قوانين جديدة كيف 'Startup Act' اللي تسهل الخدمة للشركات الناشئة.
• الدولة عملت برامج كيف 'تونس الذكية' (Smart Tunisia) باش تجيب المستثمرين الأجانب وتوفرلهم بنية تحتية رقمية باهية.",question_variant
cultural_knowledge,تنجم تقلي شنومة اختراعات زياد التايب؟,زياد التايب مخترع تونسي شاب، اخترع برمجية ذكية تتحكم في 'روبوت' ينجموا يبعثوه للقمر ولا المريخ باش يعمل أبحاث ويجمع معلومات. اختراعه تصنف من أحسن 10 أفكار في العالم في مجال تكنولوجيا الفضاء.,question_variant
storytelling,تنجم تقلي كيفاش وجود علماء توانسة في ناسا عاون تونس؟,"علماء كيف محمد الأوسط العياري في 'ناسا' هوما سفراء لتونس. وجودهم عاون في:
• بنى قنطرة بين تونس وأكبر مراكز البحث في العالم.
• ورا اللي التونسي كفء وينجم يخدم في مشاريع كبيرة كيف 'تلسكوب هابل'.
• شجع الشباب التونسي باش يحلم ويدخل لمجالات التكنولوجيا العالية.
• سهل التعاون التقني والتدريب بين الجامعات التونسية والمؤسسات الأمريكية.",question_variant
cultural_knowledge,تنجم تقلي شنومة الحاجات اللي تميز مدينة أريانة؟,"أريانة مدينة عندها طابع خاص في تونس، وأهم مميزاتها:
• من القرن 19 وهي تتسمى 'متنفس' لسكان العاصمة، برشة بناو فيها قصور باش يتفرهدوا فيها في فصل الربيع.
• متأثرة برشة بالأندلسيين خاصة في الفلاحة، وهذا يظهر في السواني والبساتين اللي في سكرة وشطرانة ودار فضال.
• معروفة بلقب 'مدينة الورود' خاطرها تشتهر بإنتاج الورد، الياسمين، النسيم، والنيلوفر.
• مختصة زادة في صناعة العطور وتقطير ماء الورد والزهر اللي ريحتهم تفحفح في كل بلاصة.",question_variant
cultural_knowledge,تنجم تقلي كيفاش أثرت العولمة على اللغات المستعملة في تونس؟,العولمة أثرت على اللغات في تونس من خلال انتشار أكثر للغات الأجنبية خاصة في التعليم والعمل والتواصل الدولي. هذا خلا الإنجليزية تولي أكثر استعمال في بعض المجالات الحديثة، في حين تبقى العربية والفرنسية مستعملين بكثرة في الحياة اليومية والإدارة. التغير هذا أثر على طريقة استعمال الشباب للغة، مع تداخل أكبر بين أكثر من لغة في نفس السياق.,question_variant
cultural_knowledge,تنجم تقلي شنوة هي القيمة العلمية والادينية لمدينة القيروان؟,"القيروان كانت أول وأهم منارة علمية في المغرب العربي قبل قرطبة وفاس. 
أهم محطاتها:
• **جامع عقبة بن نافع**: كان مش جوست جامع، بل جامعة تدرس فيها العلوم والدين، وأسسوا فيها 'دور الحكمة'.
• **القبلة**: محراب القيروان هو اللي حدد اتجاه القبلة في المغرب الإسلامي كامل.
• **العلماء**: جاوها علماء كبار من المشرق، وأشهرهم الإمام سحنون اللي كتب 'المدونة' (مرجع المذهب المالكـي).
• **بيت الحكمة**: اللي بناه إبراهيم الثاني في رقادة كان مركز للترجمة والبحث في الطب والفلك والرياضيات، وهو نسخة من بيت الحكمة في بغداد.
باختصار، القيروان هي فخر تونس في التاريخ والعلم والدين.",question_variant
cultural_knowledge,تنجم تقلي كيفاش تعاون الجمعية التونسية للعلوم البيولوجية الباحثين التوانسة مع الخارج؟,تلعب الجمعية التونسية للعلوم البيولوجية دور مهم في ربط الباحثين التوانسة بالمجتمع العلمي الدولي من خلال تنظيم ملتقيات علمية وورشات عمل تجمع باحثين من تونس وخارجها. كيما تساهم في تسهيل المشاركة في مشاريع بحث مشتركة وتبادل الخبرات في مجالات البيولوجيا الحديثة. هذا التعاون يساعد الباحثين على تطوير مهاراتهم والاطلاع على أحدث التقنيات في المجال.,question_variant
cultural_knowledge,تنجم تقلي كيفاش ينجم اكتشاف وسيم الذوادي يعاون في حل مشاكل البيئة في تونس؟,ينسب لبعض الأبحاث في فيزياء الموائع والفقاعات تطبيقات محتملة في مجالات بيئية كيف تحسين كفاءة التبريد وتطوير تقنيات جديدة في الطاقة والتصفية. بشكل عام، هذا النوع من الأبحاث ينجم يساهم في تقليل استهلاك الطاقة وتطوير حلول مبتكرة للتمسخ ومعالجة المياه.,question_variant
cultural_knowledge,تنجم تقلي شنومة المؤسسات التعليمية اللي تخدم مع قطب النسيج في المنستير؟,"فمة 3 مؤسسات أساسية يخدموا في القطب التكنولوجي بالمنستير:
1. **المدرسة الوطنية للمهندسين بالمنستير** (خاصة قسم هندسة النسيج).
2. **المعهد العالي لمهن الموضة بالمنستير**.
3. **المعهد العالي للدراسات التكنولوجية بقصر هلال** (المختص في النسيج).",question_variant
cultural_knowledge,تنجم تقلي شنوة هو برنامج تونس الذكية (Smart Tunisia) وكيفاش يعاون في الاستثمار؟,"برنامج 'Smart Tunisia' هو مشروع وطني باش يرجع تونس قطب رقمي عالمي. 
كيفاش يعاون؟:
• يوفر فرص خدمة كبيرة للشباب في التكنولوجيا (خلق أكثر من 20 ألف موطن شغل).
• يشجع الشركات الأجنبية باش تحل في تونس عن طريق حوافز مالية.
• يسهل الأوراق والإجراءات (مخاطب وحيد للشركات).
• الهدف منه هو ربط تونس بأوروبا وإفريقيا كمنصة للخدمات الرقمية المتطورة.",question_variant
cultural_knowledge,تنجم تقلي شنوة تفسير المثل هرب من قطرة جا تحت ميزاب؟,هذا مثل مشهور برشة، ومعناه أن الواحد يكون هارب من مشكلة صغيرة (قطرة)، يلقى روحه طاح في مشكلة أكبر منها ببرشة (ميزاب). يعني ساعات الواحد يلوج على حل سريع لمشكلة بسيطة، يولي يغرق في هم أكبر.,question_variant
cultural_knowledge,تنجم تقلي شنومة النباتات اللي نلقاوهم في شمال تونس وخاصة في محمية إشكل؟,"محمية إشكل فيها تنوع نباتي يدوخ، ومن أهم ما فيها:
• **نخلة القزم (L'palmier nain)**: اللي أوراقها تشبه للمروحة.
• **السرخس**: اللي يطلع في البلايص الرطبة والمظلة.
• **النرجس**: اللي ينور في الخريف بألوانه المزيانة.
• **القطف والشجيرات المتوسطية**: اللي تغطي الجبل وتعطي منظر طبيعي عالمي.",question_variant
